typeID,groupID,typeName,typeID
22111,300,Mid-grade Crystal Gamma,22111
22112,300,Mid-grade Crystal Omega,22112
22113,300,Mid-grade Halo Alpha,22113
22114,300,Mid-grade Halo Beta,22114
22115,300,Mid-grade Halo Delta,22115
22116,300,Mid-grade Halo Epsilon,22116
22117,300,Mid-grade Halo Gamma,22117
22118,300,Mid-grade Halo Omega,22118
22119,300,Mid-grade Amulet Alpha,22119
22120,300,Mid-grade Amulet Beta,22120
22121,300,Mid-grade Amulet Delta,22121
22122,300,Mid-grade Amulet Epsilon,22122
22123,300,Mid-grade Amulet Gamma,22123
22124,300,Mid-grade Amulet Omega,22124
22125,300,Mid-grade Snake Alpha,22125
22126,300,Mid-grade Snake Beta,22126
22127,300,Mid-grade Snake Delta,22127
22128,300,Mid-grade Snake Epsilon,22128
22129,300,Mid-grade Snake Gamma,22129
22130,300,Mid-grade Snake Omega,22130
22131,300,Mid-grade Talisman Alpha,22131
22133,300,Mid-grade Talisman Beta,22133
22134,300,Mid-grade Talisman Delta,22134
22135,300,Mid-grade Talisman Epsilon,22135
22136,300,Mid-grade Talisman Gamma,22136
22137,300,Mid-grade Talisman Omega,22137
22138,306,Minmatar Prison_Mission,22138
22139,283,Kardimo Palettan,22139
22140,526,Tri-Vitoc,22140
22141,526,Finger Bone,22141
22142,526,Prophecy Virus,22142
22143,283,Freed Pet Slaves,22143
22144,526,Sadry Damoklet's Head,22144
22145,494,Refitted Bestower,22145
22146,526,Forged Waypoint Logs,22146
22148,803,Searcher Drone_MISSION Spawn,22148
22149,526,Searcher Drone's Memory Chip,22149
22150,306,Ship Wreckage3,22150
22151,526,Yttora's Corpse,22151
22152,526,ID Card Generator,22152
22153,534,Ketta Tommin,22153
22154,534,Choiji the Vanquisher,22154
22155,526,Sispur's Security Camera Logs,22155
22156,494,Sispur Estate Control Tower,22156
22157,474,Sispur Estate Keycard,22157
22158,494,Damaged Portal,22158
22159,526,Mysterious Portal Parts,22159
22160,533,Famon Gurch,22160
22161,494,Gisti Repair Station,22161
22162,526,Runic Tablet,22162
22163,526,Patrenn's Stash,22163
22164,526,Navy Issue Amplifier,22164
22165,526,Custom-made Antenna,22165
22166,526,Portable Power Generator,22166
22167,526,Broken Science Equipment,22167
22168,306,Republic Navy Container,22168
22171,533,Angel Scavenger,22171
22172,273,TEST Drone Skill,22172
22173,283,The Infiltrator,22173
22174,526,Blue Box,22174
22175,538,Data Analyzer I,22175
22176,917,Data Analyzer I Blueprint,22176
22177,538,Relic Analyzer I,22177
22178,917,Relic Analyzer I Blueprint,22178
22179,517,Apheta Zenakon's Rifter,22179
22180,517,Hakno Lekan's Rifter,22180
22181,517,Jachael Menson's Rifter,22181
22182,494,Barou Lardoss's Iteron,22182
22184,494,Gallente Miner,22184
22185,517,Cosmos Tristan,22185
22186,517,Wenda Lamort,22186
22187,517,Jaak Rozake,22187
22188,517,Beteux Maron,22188
22189,517,Cosmos Punisher,22189
22190,517,Demi Lazerus's Punisher,22190
22191,517,Nikmar Jyran's Punisher,22191
22192,517,Taspar Zolankor's Punisher,22192
22193,517,Cosmos Kestrel,22193
22194,521,Minmatar Republic Narcotic Officer's Tag,22194
22195,517,Peeta Waikon's Kestrel,22195
22196,517,Rokuza Taman's Kestrel,22196
22197,517,Vaktan Sido's Kestrel,22197
22201,474,Uni-Dimensional Algorithm Code,22201
22203,521,Angel Drug Addict Tag,22203
22204,521,Red Hammer's Personal Effects,22204
22205,526,Godun Sakt's Diamond Drill,22205
22206,526,Blood Sample,22206
22207,526,Analyzed Blood Sample,22207
22208,283,Prostitute,22208
22209,283,Refugee,22209
22210,283,Cloned SOE officer,22210
22211,526,Angel Cartel Computer Hardware,22211
22214,526,Godun Sakt's Questionable Holoreel,22214
22217,526,Strange Construction Blocks,22217
22218,526,Drug Delivery Package,22218
22219,526,Replacement Laboratory Equipment,22219
22220,526,Mind-Altering Drugs,22220
22221,517,Cosmos Scorpion,22221
22222,314,Classified Report - Station Defenses,22222
22223,306,Guristas Officer's Quarters Mission Spy Stash,22223
22225,1207,Sleeper Data Storage,22225
22226,1207,Sleeper Debris Piece,22226
22227,316,Armored Warfare Link - Rapid Repair I,22227
22228,316,Siege Warfare Link - Shield Efficiency I,22228
22229,464,Ice Harvester II,22229
22230,490,Ice Harvester II Blueprint,22230
22231,526,Recruitment Center Data Log,22231
22232,494,Angel Information Center,22232
22233,533,Vanir Makono,22233
22234,526,Vanir Makono's DNA,22234
22235,534,Red Hammer,22235
22236,527,Angel Drug Addict,22236
22237,533,Angel Thief,22237
22238,534,Minmatar Republic Narcotics Officer 3rd Rank,22238
22239,533,Minmatar Republic Narcotics Officer 2nd Rank,22239
22240,527,Minmatar Republic Narcotics Officer 1st Rank,22240
22241,494,Deserted Nefantar Bunker,22241
22242,268,Capital Ship Construction,22242
22246,534,Minmatar Republic Narcotics Deputy,22246
22247,306,Nefantar Debris II,22247
22248,526,Ancient Nefantar Sculpture,22248
22249,526,Lagaster Malotoff's Tag,22249
22250,533,Lagaster Malotoff,22250
22253,533,Rekker Malkun,22253
22254,526,Rekker's Keycard,22254
22255,520,COSMOS Amarr Seeker,22255
22256,520,COSMOS Amarr Collector,22256
22257,520,COSMOS Amarr Engraver,22257
22258,520,COSMOS Amarr Archon,22258
22259,520,COSMOS Amarr Templar,22259
22260,520,COSMOS Amarr Shade,22260
22261,520,COSMOS Amarr Phantom,22261
22262,522,COSMOS Amarr Arch Engraver,22262
22263,522,COSMOS Amarr Revenant,22263
22264,522,COSMOS Amarr Arch Priest,22264
22265,522,COSMOS Amarr Priest,22265
22266,523,COSMOS Amarr Shadow Sage,22266
22267,523,COSMOS Amarr Dark Priest,22267
22268,523,COSMOS Amarr Harbinger,22268
22269,523,COSMOS Amarr Patriarch,22269
22270,520,COSMOS Amarr Gamma II Support Frigate,22270
22271,523,COSMOS Amarr Jakar,22271
22272,522,COSMOS Amarr Maller,22272
22273,534,Kurzon General,22273
22276,534,Kyan Magdesh,22276
22277,526,Kyan Magdesh's DNA,22277
22280,803,COSMOS Strain Matriarch Drone,22280
22281,803,COSMOS Strain Domination Drone,22281
22282,803,COSMOS Strain Spearhead Drone,22282
22283,803,COSMOS Viral Infector Drone,22283
22284,805,COSMOS Marauder Drone,22284
22285,805,COSMOS Ripper Drone,22285
22288,526,Angel Cartel Scanner Data,22288
22289,494,Scanner Tower,22289
22291,367,Ballistic Control System II,22291
22292,400,Ballistic Control System II Blueprint,22292
22293,1207,Talocan Data Storage,22293
22294,1207,Talocan Debris Piece,22294
22295,474,Ancient Ciphering Totem,22295
22296,15,Blood Raider Logistics Outpost,22296
22297,15,Blood Raider Military Outpost,22297
22298,15,Blood Raider Trading Outpost,22298
22299,532,Armored Warfare Link - Damage Control I Blueprint,22299
22300,532,Armored Warfare Link - Passive Defense I Blueprint,22300
22301,532,Armored Warfare Link - Rapid Repair I Blueprint,22301
22302,532,Command Processor I Blueprint,22302
22303,532,Information Warfare Link - Electronic Superiority I Blueprint,22303
22304,532,Information Warfare Link - Recon Operation I Blueprint,22304
22305,532,Information Warfare Link - Sensor Integrity I Blueprint,22305
22306,532,Siege Warfare Link - Shield Harmonizing I Blueprint,22306
22307,532,Siege Warfare Link - Active Shielding I Blueprint,22307
22308,532,Siege Warfare Link - Shield Efficiency I Blueprint,22308
22309,532,Skirmish Warfare Link - Evasive Maneuvers I Blueprint,22309
22310,532,Skirmish Warfare Link - Interdiction Maneuvers I Blueprint,22310
22311,532,Skirmish Warfare Link - Rapid Deployment I Blueprint,22311
22315,526,Encoded RSS Brief,22315
22316,527,Nanom Basskel,22316
22317,526,Nanom Basskel's Ship Logs,22317
22318,306,Angel Hardware Storage,22318
22319,517,Viljanen's Heron,22319
22320,494,Brothel,22320
22321,283,Grace Tarsis,22321
22322,533,Gerno Babalu,22322
22324,816,Draben Kuvakei,22324
22325,538,'Daemon' Data Analyzer I,22325
22326,917,'Daemon' Data Analyzer I Blueprint,22326
22327,538,'Codex' Data Analyzer I,22327
22328,917,'Codex' Data Analyzer I Blueprint,22328
22329,538,'Alpha' Data Analyzer I,22329
22330,917,'Alpha' Data Analyzer I Blueprint,22330
22331,538,'Libram' Data Analyzer I,22331
22332,917,'Libram' Data Analyzer I Blueprint,22332
22333,538,Talocan Data Analyzer I,22333
22335,538,Sleeper Data Analyzer I,22335
22337,538,Terran Data Analyzer I,22337
22339,538,Tetrimon Data Analyzer I,22339
22343,306,Nefantar Debris I,22343
22390,517,Nikmar Jyran's Retribution,22390
22391,517,Taspar Zolankor's Retribution,22391
22428,898,Redeemer,22428
22429,107,Redeemer Blueprint,22429
22430,898,Sin,22430
22431,107,Sin Blueprint,22431
22436,898,Widow,22436
22437,107,Widow Blueprint,22437
22440,898,Panther,22440
22441,107,Panther Blueprint,22441
22442,540,Eos,22442
22443,489,Eos Blueprint,22443
22444,540,Sleipnir,22444
22445,489,Sleipnir Blueprint,22445
22446,540,Vulture,22446
22447,489,Vulture Blueprint,22447
22448,540,Absolution,22448
22449,489,Absolution Blueprint,22449
22452,541,Heretic,22452
22453,487,Heretic Blueprint,22453
22456,541,Sabre,22456
22457,487,Sabre Blueprint,22457
22460,541,Eris,22460
22461,487,Eris Blueprint,22461
22464,541,Flycatcher,22464
22465,487,Flycatcher Blueprint,22465
22466,540,Astarte,22466
22467,489,Astarte Blueprint,22467
22468,540,Claymore,22468
22469,489,Claymore Blueprint,22469
22470,540,Nighthawk,22470
22471,489,Nighthawk Blueprint,22471
22474,540,Damnation,22474
22475,489,Damnation Blueprint,22475
22476,52,Warp Prohibitor I,22476
22477,132,Warp Prohibitor I Blueprint,22477
22494,526,Utrainen's Reports,22494
22534,1229,Inherent Implants 'Highwall' Mining MX-1003,22534
22535,1229,Inherent Implants 'Highwall' Mining MX-1005,22535
22536,258,Mining Foreman,22536
22537,78,Ore compression thingie,22537
22541,273,Mining Drone Specialization,22541
22542,546,Mining Laser Upgrade I,22542
22543,1139,Mining Laser Upgrade I Blueprint,22543
22544,543,Hulk,22544
22545,477,Hulk Blueprint,22545
22546,543,Skiff,22546
22547,477,Skiff Blueprint,22547
22548,543,Mackinaw,22548
22549,477,Mackinaw Blueprint,22549
22551,257,Exhumers,22551
22552,258,Mining Director,22552
22553,316,Mining Foreman Link - Harvester Capacitor Efficiency I,22553
22554,532,Mining Foreman Link - Harvester Capacitor Efficiency I Blueprint,22554
22555,316,Mining Foreman Link - Mining Laser Field Enhancement I,22555
22556,532,Mining Foreman Link - Mining Laser Field Enhancement I Blueprint,22556
22557,316,Mining Foreman Link - Laser Optimization I,22557
22558,532,Mining Foreman Link - Laser Optimization I Blueprint,22558
22559,744,Mining Foreman Mindlink,22559
22564,507,True Sansha Rocket Launcher,22564
22565,509,True Sansha Light Missile Launcher,22565
22566,511,True Sansha Rapid Light Missile Launcher,22566
22567,510,True Sansha Heavy Missile Launcher,22567
22568,506,True Sansha Cruise Missile Launcher,22568
22569,508,True Sansha Torpedo Launcher,22569
22570,1229,Inherent Implants 'Yeti' Ice Harvesting IH-1003,22570
22571,1229,Inherent Implants 'Yeti' Ice Harvesting IH-1005,22571
22572,544,Praetor EV-900,22572
22573,1142,Praetor EV-900 Blueprint,22573
22574,545,Warp Scrambling Drone,22574
22576,546,Ice Harvester Upgrade I,22576
22577,1139,Ice Harvester Upgrade I Blueprint,22577
22578,1218,Mining Upgrades,22578
22609,546,Erin Mining Laser Upgrade,22609
22611,546,Elara Restrained Mining Laser Upgrade,22611
22613,546,'Carpo' Mining Laser Upgrade,22613
22615,546,'Aoede' Mining Laser Upgrade,22615
22617,546,Crisium Ice Harvester Upgrade,22617
22619,546,Frigoris Restrained Ice Harvester Upgrade,22619
22621,546,'Anguis' Ice Harvester Upgrade,22621
22623,546,'Ingenii' Ice Harvester Upgrade,22623
22625,517,Kaiko Maina (Merlin),22625
22629,517,Emma Tharkin (MOA),22629
22630,517,Zoun Makui (Scorpion),22630
22631,517,Mutama Czeik's Rifter,22631
22632,517,Thora Desto's Rupture,22632
22633,517,Makor Desto's Tempest,22633
22634,438,Medium Biochemical Reactor Array,22634
22635,517,Jordan Usquen's Tristan,22635
22636,517,Cosmos Celestis,22636
22637,517,Babalu Wrezka's Celestis,22637
22638,517,Cosmos Dominix,22638
22639,517,Timmothy Sawyr's Dominix,22639
22640,517,Mandor Neek's Punisher,22640
22641,517,Jeeta Neek's Omen,22641
22642,517,Cosmos Armageddon,22642
22643,517,Zaestra Kuramor's Armageddon,22643
22644,517,Skami Zarton's Dramiel,22644
22645,517,Numa Fashit's Cynabal,22645
22646,517,Kardimo Menka Machariel,22646
22647,517,Pol Pat's Rattlesnake,22647
22648,517,Jakuzi Makar's Gila,22648
22649,517,Ippana Maltyr's Worm,22649
22650,517,Jaquon Jalibar's Daredevil,22650
22651,517,Luthetion Preque's Vigilant,22651
22652,517,Hara Lafleur's Vindicator,22652
22653,517,Miguel Maktar's Succubus,22653
22654,517,Karhoum Ykta's Phantasm,22654
22655,517,Ophana Zett's Nightmare,22655
22656,517,Farak Kali's Cruor,22656
22657,517,Unnaya Mafir's Ashimmu,22657
22658,517,Sari Arkhi's Bhaalgorn,22658
22661,520,COSMOS Gallente Mercenary,22661
22662,520,COSMOS Gallente Patroller,22662
22663,520,COSMOS Gallente Sentinel,22663
22664,520,COSMOS Gallente Defender,22664
22665,520,COSMOS Gallente Soldier,22665
22666,520,COSMOS Gallente Elite Frigate,22666
22667,522,COSMOS Gallente Drug Baron,22667
22668,522,COSMOS Gallente Chief Protector,22668
22669,522,COSMOS Gallente Sentry,22669
22670,522,COSMOS Gallente Captain,22670
22671,523,COSMOS Gallente Enforcer,22671
22672,523,COSMOS Gallente Commodore,22672
22673,520,COSMOS Gallente Non-Pirate Elite Frigate,22673
22674,522,COSMOS Gallente Non-Pirate Cruiser,22674
22675,523,COSMOS Gallente Non-Pirate Battleship,22675
22676,522,COSMOS Pleasure Cruiser,22676
22677,517,Cosmos Atron,22677
22678,517,Cosmos Imicus,22678
22679,517,Cosmos Helios,22679
22680,517,Cosmos Nemesis,22680
22681,517,Cosmos Enyo,22681
22682,517,Cosmos Catalyst,22682
22683,517,Cosmos Thorax,22683
22685,517,Cosmos Vexor,22685
22686,517,Cosmos Megathron,22686
22693,517,Madibe Arnadi's Rifter,22693
22694,517,Tori Aman's Punisher,22694
22695,517,Hakkuna Baille's Thorax,22695
22696,517,Testo Hrinz's Merlin,22696
22699,517,Zaknar Cente's Tristan,22699
22700,517,Bakkla Viftuin's Rifter,22700
22701,526,Minmatar Bluechip,22701
22704,494,General Minas Iksan,22704
22705,526,Minas's Voucher,22705
22706,677,Gallente Spy Drone,22706
22707,526,Oggiin Kalda's DNA,22707
22708,283,Amarrian Spy,22708
22709,494,Minmatar Starbase Control Tower,22709
22710,494,Minmatar Command Post,22710
22711,319,Extremely Powerful EM Forcefield_2,22711
22712,319,Republic Fleet Naglfar - Under Construction,22712
22713,545,10mn webscramblifying Drone,22713
22715,783,Republic Special Ops Field Enhancer - Gamma,22715
22716,821,General Matar Pol,22716
22718,319,Minas Iksan's Revelation_old,22718
22719,517,Minas Iksan's Control Tower,22719
22725,494,Oggiin Kalda's Residence,22725
22726,517,Oggiin Kalda's Maller,22726
22728,306,Minmatar Bunker_Alliance Barracks,22728
22729,803,Strain Domination Drone Replica,22729
22730,314,Amarr Training Certification Results,22730
22734,517,Krard Wengalill's Punisher,22734
22735,517,Nuo Tuotura's Kestrel,22735
22736,517,Zama Fedas's Khanid Punisher,22736
22737,517,Ison Tiadala's Tempest,22737
22738,526,Ison's Voucher,22738
22739,494,Caldari Broadcasting Unit,22739
22740,526,Caldari P.A. Keycard,22740
22741,526,Caldari P.A. Keycard Replica,22741
22742,319,Asteroid Construct Minor,22742
22743,319,Asteroid Colony Minor,22743
22744,319,Asteroid Micro-Colony Minor,22744
22750,494,Kameira Quarters,22750
22751,526,Khanid Ext Keycard,22751
22752,283,Khanid Commander,22752
22753,691,Khanid Kazmaar_2,22753
22754,526,Gallente Intelligence Data Recorder,22754
22755,306,Army Quarters,22755
22756,526,Khanid Commander Keycard,22756
22757,494,Scanner Post,22757
22758,319,Revelation - Under Construction,22758
22759,821,Baron Haztari Arkhi,22759
22760,783,Imperial Special Ops Field Enhancer - Standard,22760
22761,257,Recon Ships,22761
22762,517,Ison Tiadala's Naglfar,22762
22763,517,Fassara Nazarut's Slicer,22763
22764,314,Minmatar Training Certification Results,22764
22765,640,Heavy Shield Maintenance Bot I,22765
22766,1144,Heavy Shield Maintenance Bot I Blueprint,22766
22767,517,Wirdar Erazako's Firetail,22767
22768,517,Daemire Adamia's Tristan,22768
22769,517,Aville Ancare's Comet,22769
22770,517,Rasnik's Rifter,22770
22771,517,Akoto's Kestrel,22771
22772,517,Rikkolen's Heron,22772
22773,517,Arkiso's Hawk,22773
22774,517,Rekkai's Moa,22774
22775,517,Hokoru's Blackbird,22775
22778,548,Warp Disrupt Probe,22778
22779,486,Warp Disrupt Probe Blueprint,22779
22780,100,Fighter Uno,22780
22781,176,Fighter Uno Blueprint,22781
22782,589,Interdiction Sphere Launcher I,22782
22783,136,Interdiction Sphere Launcher I Blueprint,22783
22788,283,Amarr Reporter,22788
22789,705,Minmatar Transport Ship_2,22789
22791,306,Ship Wreckage4,22791
22792,283,Amarrian Agent,22792
22793,526,Amarr Corpse,22793
22794,494,Habitation Module,22794
22795,526,Gallente Corpse,22795
22796,283,Gallente Reporter,22796
22797,498,Independent Shielding,22797
22799,306,Ship Wreckage5,22799
22800,673,Caldari Military Transport,22800
22801,283,Amarr Light Marines,22801
22802,283,Gallente Light Marines,22802
22803,283,Minmatar Light Marines,22803
22804,283,Caldari Light Marines,22804
22806,1210,EM Armor Compensation,22806
22807,1210,Explosive Armor Compensation,22807
22808,1210,Kinetic Armor Compensation,22808
22809,1210,Thermal Armor Compensation,22809
22812,575,Angel Shatterer,22812
22813,575,Angel Defacer,22813
22814,575,Angel Haunter,22814
22815,575,Angel Defiler,22815
22816,575,Angel Seizer,22816
22817,575,Angel Trasher,22817
22818,550,Arch Angel Ruffian,22818
22819,550,Arch Angel Nomad,22819
22820,551,Angel Phalanx,22820
22821,551,Angel Centurion,22821
22822,576,Angel Legionnaire,22822
22823,576,Angel Primus,22823
22824,576,Angel Tribuni,22824
22825,576,Angel Praefectus,22825
22826,576,Angel Tribunus,22826
22827,576,Angel Legatus,22827
22828,551,Arch Angel Depredator,22828
22829,551,Arch Angel Predator,22829
22830,551,Arch Angel Marauder,22830
22831,551,Arch Angel Liquidator,22831
22832,551,Arch Angel Phalanx,22832
22833,551,Arch Angel Centurion,22833
22834,550,Arch Angel Ambusher,22834
22835,550,Arch Angel Raider,22835
22836,550,Arch Angel Hunter,22836
22837,550,Arch Angel Impaler,22837
22838,552,Angel Saint,22838
22839,552,Angel Nephilim,22839
22840,552,Angel Malakim,22840
22841,552,Angel Throne,22841
22842,552,Angel Cherubim,22842
22843,552,Angel Seraphim,22843
22844,517,Tagrina Angi's Rifter,22844
22845,517,Kaeg Zkaen's Omen,22845
22847,283,Minmatar Civilians,22847
22848,383,Gallente Sentry Gun - Training,22848
22849,306,Drifting Cask - Minmatar Training Facility,22849
22852,659,Hel,22852
22853,1013,Hel Blueprint,22853
22857,794,Domination Shatterer,22857
22858,794,Domination Defacer,22858
22859,794,Domination Haunter,22859
22860,794,Domination Defiler,22860
22861,794,Domination Seizer,22861
22862,794,Domination Trasher,22862
22865,793,Domination Legionnaire,22865
22866,793,Domination Primus,22866
22867,793,Domination Tribuni,22867
22868,793,Domination Praefectus,22868
22869,793,Domination Tribunus,22869
22870,793,Domination Legatus,22870
22871,848,Domination Malakim,22871
22872,848,Domination Throne,22872
22873,848,Domination Cherubim,22873
22874,848,Domination Seraphim,22874
22875,315,'Aura' Warp Core Stabilizer I,22875
22876,342,'Aura' Warp Core Stabilizer I Blueprint,22876
22877,315,'Natura' Warp Core Stabilizer I,22877
22878,342,'Natura' Warp Core Stabilizer I Blueprint,22878
22879,326,'Pilfer' Multispectrum Energized Membrane,22879
22880,163,'Pilfer' Multispectrum Energized Membrane Blueprint,22880
22881,326,'Moonshine' Thermal Energized Membrane,22881
22882,163,'Moonshine' Thermal Energized Membrane Blueprint,22882
22883,326,'Mafia' Kinetic Energized Membrane,22883
22884,163,'Mafia' Kinetic Energized Membrane Blueprint,22884
22885,341,Stealth System I,22885
22886,120,Stealth System I Blueprint,22886
22887,62,'Harmony' Small Armor Repairer I,22887
22888,142,'Harmony' Small Armor Repairer I Blueprint,22888
22889,62,'Meditation' Medium Armor Repairer I,22889
22890,142,'Meditation' Medium Armor Repairer I Blueprint,22890
22891,62,'Protest' Large Armor Repairer I,22891
22892,142,'Protest' Large Armor Repairer I Blueprint,22892
22893,60,'Gonzo' Damage Control I,22893
22894,140,'Gonzo' Damage Control I Blueprint,22894
22895,212,'Shady' Sensor Booster,22895
22896,223,'Shady' Sensor Booster Blueprint,22896
22897,202,'Forger' ECCM - Magnetometric I,22897
22898,131,'Forger' ECCM - Magnetometric I Blueprint,22898
22899,74,'Corporate' Light Electron Blaster I,22899
22900,154,'Corporate' Light Electron Blaster I Blueprint,22900
22901,74,'Dealer' Light Ion Blaster I,22901
22902,154,'Dealer' Light Ion Blaster I Blueprint,22902
22903,74,'Racket' Light Neutron Blaster I,22903
22904,154,'Racket' Light Neutron Blaster I Blueprint,22904
22905,74,'Slither' Heavy Electron Blaster I,22905
22906,154,'Slither' Heavy Electron Blaster I Blueprint,22906
22907,74,'Hooligan' Heavy Ion Blaster I,22907
22908,154,'Hooligan' Heavy Ion Blaster I Blueprint,22908
22909,74,'Hustler' Heavy Neutron Blaster I,22909
22910,154,'Hustler' Heavy Neutron Blaster I Blueprint,22910
22911,74,'Swindler' Electron Blaster Cannon I,22911
22912,154,'Swindler' Electron Blaster Cannon I Blueprint,22912
22913,74,'Felon' Ion Blaster Cannon I,22913
22914,154,'Felon' Ion Blaster Cannon I Blueprint,22914
22915,74,'Underhand' Neutron Blaster Cannon I,22915
22916,154,'Underhand' Neutron Blaster Cannon I Blueprint,22916
22917,302,'Capitalist' Magnetic Field Stabilizer I,22917
22918,139,'Capitalist' Magnetic Field Stabilizer I Blueprint,22918
22919,302,'Monopoly' Magnetic Field Stabilizer,22919
22920,139,'Monopoly' Magnetic Field Stabilizer Blueprint,22920
22921,54,'Habitat' Miner I,22921
22922,134,'Habitat' Miner I Blueprint,22922
22923,54,'Wild' Miner I,22923
22924,134,'Wild' Miner I Blueprint,22924
22925,290,'Bootleg' Remote Sensor Booster,22925
22926,223,'Bootleg' Remote Sensor Booster Blueprint,22926
22927,213,'Economist' Tracking Computer I,22927
22928,224,'Economist' Tracking Computer I Blueprint,22928
22929,213,'Marketeer' Tracking Computer,22929
22930,224,'Marketeer' Tracking Computer Blueprint,22930
22931,291,'Distributor' Guidance Disruptor,22931
22932,343,'Distributor' Guidance Disruptor Blueprint,22932
22933,291,'Investor' Tracking Disruptor I,22933
22934,343,'Investor' Tracking Disruptor I Blueprint,22934
22935,209,'Tycoon' Remote Tracking Computer,22935
22936,345,'Tycoon' Remote Tracking Computer Blueprint,22936
22937,209,'Enterprise' Remote Tracking Computer,22937
22938,345,'Enterprise' Remote Tracking Computer Blueprint,22938
22939,290,'Boss' Remote Sensor Booster,22939
22940,223,'Boss' Remote Sensor Booster I Blueprint,22940
22941,290,'Entrepreneur' Remote Sensor Booster,22941
22942,223,'Entrepreneur' Remote Sensor Booster I Blueprint,22942
22943,208,'Broker' Remote Sensor Dampener I,22943
22944,223,'Broker' Remote Sensor Dampener I Blueprint,22944
22945,208,'Executive' Remote Sensor Dampener,22945
22946,223,'Executive' Remote Sensor Dampener Blueprint,22946
22947,325,'Beatnik' Small Remote Armor Repairer,22947
22948,350,'Beatnik' Small Remote Armor Repairer Blueprint,22948
22949,325,'Love' Medium Remote Armor Repairer,22949
22950,350,'Love' Medium Remote Armor Repairer Blueprint,22950
22951,325,'Pacifier' Large Remote Armor Repairer,22951
22952,350,'Pacifier' Large Remote Armor Repairer Blueprint,22952
22953,766,'Cartel' Power Diagnostic System I,22953
22954,137,'Cartel' Power Diagnostic System I Blueprint,22954
22961,85,Federation Navy Antimatter Charge S,22961
22963,85,Federation Navy Plutonium Charge S,22963
22965,85,Federation Navy Uranium Charge S,22965
22967,85,Federation Navy Thorium Charge S,22967
22969,85,Federation Navy Lead Charge S,22969
22971,85,Federation Navy Iridium Charge S,22971
22973,85,Federation Navy Tungsten Charge S,22973
22975,85,Federation Navy Iron Charge S,22975
22977,85,Federation Navy Antimatter Charge M,22977
22979,85,Federation Navy Plutonium Charge M,22979
22981,85,Federation Navy Uranium Charge M,22981
22983,85,Federation Navy Thorium Charge M,22983
22985,85,Federation Navy Lead Charge M,22985
22987,85,Federation Navy Iridium Charge M,22987
22989,85,Federation Navy Tungsten Charge M,22989
22991,85,Federation Navy Iron Charge M,22991
22993,85,Federation Navy Antimatter Charge L,22993
22995,85,Federation Navy Plutonium Charge L,22995
22997,85,Federation Navy Uranium Charge L,22997
22999,85,Federation Navy Thorium Charge L,22999
23001,85,Federation Navy Lead Charge L,23001
23003,85,Federation Navy Iridium Charge L,23003
23005,85,Federation Navy Tungsten Charge L,23005
23007,85,Federation Navy Iron Charge L,23007
23009,85,Caldari Navy Antimatter Charge S,23009
23011,85,Caldari Navy Plutonium Charge S,23011
23013,85,Caldari Navy Uranium Charge S,23013
23015,85,Caldari Navy Thorium Charge S,23015
23017,85,Caldari Navy Lead Charge S,23017
23019,85,Caldari Navy Iridium Charge S,23019
23021,85,Caldari Navy Tungsten Charge S,23021
23023,85,Caldari Navy Iron Charge S,23023
23025,85,Caldari Navy Antimatter Charge M,23025
23027,85,Caldari Navy Plutonium Charge M,23027
23029,85,Caldari Navy Uranium Charge M,23029
23031,85,Caldari Navy Thorium Charge M,23031
23033,85,Caldari Navy Lead Charge M,23033
23035,85,Caldari Navy Iridium Charge M,23035
23037,85,Caldari Navy Tungsten Charge M,23037
23039,85,Caldari Navy Iron Charge M,23039
23041,85,Caldari Navy Plutonium Charge L,23041
23043,85,Caldari Navy Uranium Charge L,23043
23045,85,Caldari Navy Thorium Charge L,23045
23047,85,Caldari Navy Lead Charge L,23047
23049,85,Caldari Navy Iridium Charge L,23049
23051,85,Caldari Navy Tungsten Charge L,23051
23053,85,Caldari Navy Iron Charge L,23053
23055,1652,Templar I,23055
23056,1146,Templar I Blueprint,23056
23057,1652,Dragonfly I,23057
23058,1146,Dragonfly I Blueprint,23058
23059,1652,Firbolg I,23059
23060,1146,Firbolg I Blueprint,23060
23061,1652,Einherji I,23061
23062,1146,Einherji I Blueprint,23062
23063,517,Opeau's Celestis,23063
23064,517,Arghe's Megathron,23064
23065,517,Estacan's Tristan,23065
23066,517,Gallot's Atron,23066
23067,517,Lamuette's Nemesis,23067
23068,517,Ardillan's Maulus,23068
23069,273,Fighters,23069
23070,517,Nortul's Probe,23070
23071,86,Imperial Navy Multifrequency S,23071
23072,168,Imperial Navy Multifrequency S Blueprint,23072
23073,86,Imperial Navy Gamma S,23073
23075,86,Imperial Navy Xray S,23075
23077,86,Imperial Navy Ultraviolet S,23077
23079,86,Imperial Navy Standard S,23079
23081,86,Imperial Navy Infrared S,23081
23083,86,Imperial Navy Microwave S,23083
23085,86,Imperial Navy Radio S,23085
23087,270,Amarr Encryption Methods,23087
23088,517,Angetyn's Epithal,23088
23089,86,Imperial Navy Multifrequency M,23089
23091,86,Imperial Navy Gamma M,23091
23093,86,Imperial Navy Xray M,23093
23095,86,Imperial Navy Ultraviolet M,23095
23097,86,Imperial Navy Standard M,23097
23099,86,Imperial Navy Infrared M,23099
23101,86,Imperial Navy Microwave M,23101
23103,86,Imperial Navy Radio M,23103
23105,86,Imperial Navy Multifrequency L,23105
