typeID,typeName,volume
10166,Strong Sooth Sayer Booster,1
10188,'Basic' Magnetic Field Stabilizer,5
10190,Magnetic Field Stabilizer II,5
10191,Magnetic Field Stabilizer II Blueprint,0.01
10204,Zainou 'Deadeye' Sharpshooter ST-903,1
10208,Memory Augmentation - Standard,1
10209,Memory Augmentation - Improved,1
10212,Neural Boost - Standard,1
10213,Neural Boost - Improved,1
10216,Ocular Filter - Standard,1
10217,Ocular Filter - Improved,1
10221,Cybernetic Subprocessor - Standard,1
10222,Cybernetic Subprocessor - Improved,1
10225,Social Adaptation Chip - Standard,1
10226,Social Adaptation Chip - Improved,1
10228,Zainou 'Gnome' Shield Management SM-703,1
10244,Zainou 'Gypsy' Signature Analysis SA-703,1
10246,Mining Drone I,5
10247,Mining Drone I Blueprint,0.01
10250,Mining Drone II,5
10251,Mining Drone II Blueprint,0.01
10629,Rocket Launcher I,5
10630,Rocket Launcher I Blueprint,0.01
10631,Rocket Launcher II,5
10632,Rocket Launcher II Blueprint,0.01
10646,Training Certificate,0.1
10678,125mm Railgun I,5
10679,125mm Railgun I Blueprint,0.01
10680,125mm Railgun II,5
10681,125mm Railgun II Blueprint,0.01
10688,125mm 'Scout' Accelerator Cannon,5
10690,125mm Carbide Railgun I,5
10692,125mm Compressed Coil Gun I,5
10694,125mm Prototype Gauss Gun,5
10836,Medium Shield Booster I,10
10837,Medium Shield Booster I Blueprint,0.01
10838,Large Shield Booster I,25
10839,Large Shield Booster I Blueprint,0.01
10840,X-Large Shield Booster I,50
10841,X-Large Shield Booster I Blueprint,0.01
10842,X-Large Shield Booster II,50
10843,X-Large Shield Booster II Blueprint,0.01
10850,Medium Shield Booster II,10
10851,Medium Shield Booster II Blueprint,0.01
10858,Large Shield Booster II,25
10859,Large Shield Booster II Blueprint,0.01
10868,Medium Clarity Ward Enduring Shield Booster,10
10872,Medium C5-L Compact Shield Booster,10
10876,Large Clarity Ward Enduring Shield Booster,25
10880,Large C5-L Compact Shield Booster,25
10884,X-Large Clarity Ward Enduring Shield Booster,50
10888,X-Large C5-L Compact Shield Booster,50
10998,Warp Core Stabilizer I,5
11011,Guardian-Vexor,115000
11012,Guardian-Vexor Blueprint,0.01
11013,Drug Contact List,0.1
11066,Trinary Data,0.1
11067,Nugoeihuvi Data Chip,0.1
11068,Special Delivery,0.1
11069,Criminal Dog Tag,0.1
11070,Religious Artifact,0.1
11071,Battery Cartridge,0.1
11082,Small Railgun Specialization,0.01
11083,Small Beam Laser Specialization,0.01
11084,Small Autocannon Specialization,0.01
11105,Vortex Compact Magnetic Field Stabilizer,5
11129,Gallente Shuttle,5000
11130,Gallente Shuttle Blueprint,0.01
11132,Minmatar Shuttle,5000
11133,Minmatar Shuttle Blueprint,0.01
11134,Amarr Shuttle,5000
11135,Amarr Shuttle Blueprint,0.01
11172,Helios,23000
11173,Helios Blueprint,0.01
11174,Keres,23000
11175,Keres Blueprint,0.01
11176,Crow,18000
11177,Crow Blueprint,0.01
11178,Raptor,18000
11179,Raptor Blueprint,0.01
11182,Cheetah,17400
11183,Cheetah Blueprint,0.01
11184,Crusader,28100
11185,Crusader Blueprint,0.01
11186,Malediction,28100
11187,Malediction Blueprint,0.01
11188,Anathema,28100
11189,Anathema Blueprint,0.01
11190,Sentinel,28100
11191,Sentinel Blueprint,0.01
11192,Buzzard,19400
11193,Buzzard Blueprint,0.01
11194,Kitsune,19400
11195,Kitsune Blueprint,0.01
11196,Claw,17400
11197,Claw Blueprint,0.01
11198,Stiletto,17400
11199,Stiletto Blueprint,0.01
11200,Taranis,22500
11201,Taranis Blueprint,0.01
11202,Ares,22500
11203,Ares Blueprint,0.01
11207,Advanced Weapon Upgrades,0.01
11215,'Basic' EM Energized Membrane,5
11216,'Basic' EM Energized Membrane Blueprint,0.01
11217,EM Energized Membrane I,5
11218,EM Energized Membrane I Blueprint,0.01
11219,EM Energized Membrane II,5
11220,EM Energized Membrane II Blueprint,0.01
11225,'Basic' Explosive Energized Membrane,5
11226,'Basic' Explosive Energized Membrane Blueprint,0.01
11227,Explosive Energized Membrane I,5
11228,Explosive Energized Membrane I Blueprint,0.01
11229,Explosive Energized Membrane II,5
11230,Explosive Energized Membrane II Blueprint,0.01
11235,'Basic' Layered Energized Membrane,5
11236,'Basic' Layered Energized Membrane Blueprint,0.01
11237,Layered Energized Membrane I,5
11238,Layered Energized Membrane I Blueprint,0.01
11239,Layered Energized Membrane II,5
11240,Layered Energized Membrane II Blueprint,0.01
11245,'Basic' Kinetic Energized Membrane,5
11246,'Basic' Kinetic Energized Membrane Blueprint,0.01
11247,Kinetic Energized Membrane I,5
11248,Kinetic Energized Membrane I Blueprint,0.01
11249,Kinetic Energized Membrane II,5
11250,Kinetic Energized Membrane II Blueprint,0.01
11255,'Basic' Thermal Energized Membrane,5
11256,'Basic' Thermal Energized Membrane Blueprint,0.01
11257,Thermal Energized Membrane I,5
11258,Thermal Energized Membrane I Blueprint,0.01
11259,Thermal Energized Membrane II,5
11260,Thermal Energized Membrane II Blueprint,0.01
11265,'Basic' Multispectrum Energized Membrane,5
11266,'Basic' Multispectrum Energized Membrane Blueprint,0.01
11267,Multispectrum Energized Membrane I,5
11268,Multispectrum Energized Membrane I Blueprint,0.01
11269,Multispectrum Energized Membrane II,5
11270,Multispectrum Energized Membrane II Blueprint,0.01
11277,Thermal Armor Hardener I,5
11278,Thermal Armor Hardener I Blueprint,0.01
11279,1600mm Steel Plates I,20
11280,1600mm Steel Plates I Blueprint,0.01
11283,Cap Booster 150,6
11284,Cap Booster 150 Blueprint,0.01
11285,Cap Booster 200,8
11286,Cap Booster 200 Blueprint,0.01
11287,Cap Booster 400,16
11288,Cap Booster 400 Blueprint,0.01
11289,Cap Booster 800,32
11290,Cap Booster 800 Blueprint,0.01
11293,100mm Steel Plates I,5
11294,100mm Steel Plates I Blueprint,0.01
11295,200mm Steel Plates I,10
11296,200mm Steel Plates I Blueprint,0.01
11297,400mm Steel Plates I,10
11298,400mm Steel Plates I Blueprint,0.01
11299,800mm Steel Plates I,20
11300,800mm Steel Plates I Blueprint,0.01
11301,EM Armor Hardener I,5
11302,EM Armor Hardener I Blueprint,0.01
11303,Explosive Armor Hardener I,5
11304,Explosive Armor Hardener I Blueprint,0.01
11305,Kinetic Armor Hardener I,5
11306,Kinetic Armor Hardener I Blueprint,0.01
11309,400mm Rolled Tungsten Compact Plates,10
11311,400mm Crystalline Carbonide Restrained Plates,10
11317,800mm Rolled Tungsten Compact Plates,20
11319,800mm Crystalline Carbonide Restrained Plates,20
11325,1600mm Rolled Tungsten Compact Plates,20
11327,1600mm Crystalline Carbonide Restrained Plates,20
11341,100mm Rolled Tungsten Compact Plates,5
11343,100mm Crystalline Carbonide Restrained Plates,5
11349,200mm Rolled Tungsten Compact Plates,10
11351,200mm Crystalline Carbonide Restrained Plates,10
11355,Small Remote Armor Repairer I,5
11356,Small Remote Armor Repairer I Blueprint,0.01
11357,Medium Remote Armor Repairer I,10
11358,Medium Remote Armor Repairer I Blueprint,0.01
11359,Large Remote Armor Repairer I,25
11360,Large Remote Armor Repairer I Blueprint,0.01
11365,Vengeance,28600
11366,Vengeance Blueprint,0.01
11370,Prototype Cloaking Device I,100
11371,Wolf,27289
11372,Wolf Blueprint,0.01
11377,Nemesis,28100
11378,Nemesis Blueprint,0.01
11379,Hawk,16500
11380,Hawk Blueprint,0.01
11381,Harpy,16500
11382,Harpy Blueprint,0.01
11387,Hyena,17400
11388,Hyena Blueprint,0.01
11393,Retribution,28600
11394,Retribution Blueprint,0.01
11395,Deep Core Mining,0.01
11396,Mercoxit,40
11399,Morphite,0.01
11400,Jaguar,27289
11401,Jaguar Blueprint,0.01
11433,High Energy Physics,0.01
11441,Plasma Physics,0.01
11442,Nanite Engineering,0.01
11443,Hydromagnetic Physics,0.01
11444,Amarr Starship Engineering,0.01
11445,Minmatar Starship Engineering,0.01
11446,Graviton Physics,0.01
11447,Laser Physics,0.01
11448,Electromagnetic Physics,0.01
11449,Rocket Science,0.01
11450,Gallente Starship Engineering,0.01
11451,Nuclear Physics,0.01
11452,Mechanical Engineering,0.01
11453,Electronic Engineering,0.01
11454,Caldari Starship Engineering,0.01
11455,Quantum Physics,0.01
11457,R.Db - Viziam,0.04
11458,R.Db - Khanid Innovation,0.04
11459,R.Db - Carthum Conglomerate,0.04
11460,R.Db - Thukker Mix,0.04
11461,R.Db - Boundless Creations,0.04
11462,R.Db - Core Complexion,0.04
11463,R.Db - Ishukone,0.04
11464,R.Db - Kaalakiota,0.04
11465,R.Db - Roden Shipyards,0.04
11466,R.Db - CreoDron,0.04
11467,R.Db - Duvolle Labs,0.04
11475,R.A.M.- Armor/Hull Tech,0.04
11476,R.A.M.- Ammunition Tech,0.04
11478,R.A.M.- Starship Tech,0.04
11481,R.A.M.- Robotics,0.04
11482,R.A.M.- Energy Tech,0.04
11483,R.A.M.- Electronics,0.04
11484,R.A.M.- Shield Tech,0.04
11485,R.A.M.- Cybernetics,0.04
11486,R.A.M.- Weapon Tech,0.04
11487,Astronautic Engineering,0.01
11488,Huge Secure Container,1500
11489,Giant Secure Container,3000
11496,Datacore - Defensive Subsystems Engineering,0.1
11508,Cross of the Sacred Throne Order,0.1
11509,Onyx Heart of Valor,0.1
11510,Aidonis Honorary Fellow Medallion,0.1
11511,Liberty Tattoo of the Minmatar Nation,0.1
11512,Enlightened Soul Silver Shield,0.1
11528,Jovian Delegates,0.1
11529,Molecular Engineering,0.01
11530,Plasma Thruster,1
11531,Ion Thruster,1
11532,Fusion Thruster,1
11533,Magpulse Thruster,1
11534,Gravimetric Sensor Cluster,1
11535,Magnetometric Sensor Cluster,1
11536,Ladar Sensor Cluster,1
11537,Radar Sensor Cluster,1
11538,Nanomechanical Microprocessor,1
11539,Nanoelectrical Microprocessor,1
11540,Quantum Microprocessor,1
11541,Photon Microprocessor,1
11542,Fernite Carbide Composite Armor Plate,1
11543,Tungsten Carbide Armor Plate,1
11544,Titanium Diborite Armor Plate,1
11545,Crystalline Carbonide Armor Plate,1
11547,Fusion Reactor Unit,1
11548,Nuclear Reactor Unit,1
11549,Antimatter Reactor Unit,1
11550,Graviton Reactor Unit,1
11551,Electrolytic Capacitor Unit,1
11552,Scalar Capacitor Unit,1
11553,Oscillator Capacitor Unit,1
11554,Tesseract Capacitor Unit,1
11555,Deflection Shield Emitter,1
11556,Pulse Shield Emitter,1
11557,Linear Shield Emitter,1
11558,Sustained Shield Emitter,1
11561,Shield Boost Amplifier I,5
11562,Shield Boost Amplifier I Blueprint,0.01
11563,Micro Auxiliary Power Core I,20
11564,Micro Auxiliary Power Core I Blueprint,0.01
11566,Thermal Shield Compensation,0.01
11567,Avatar,155000000
11568,Avatar Blueprint,0.01
11569,Armored Command Specialist,0.01
11572,Skirmish Command Specialist,0.01
11574,Wing Command,0.01
11577,Improved Cloaking Device II,100
11578,Covert Ops Cloaking Device II,100
11579,Cloaking,0.01
11584,Anchoring,0.01
11585,Pax Amarria,0.1
11586,Signed Copy of Pax Amarria,0.1
11587,Temple Stone,0.1
11588,Defunct Drone Sensor Module,0.1
11602,Gallente Federation Transaction And Salary Logs,1
11603,Shiez Kuzaks Ship Database,0.1
11604,Caldari State Transaction And Salary Logs,1
11606,Amarr Empire Transaction And Salary Logs,1
11607,Minmatar Republic Transaction And Salary Logs,1
11608,Ammatar Transaction and salary logs,1
11610,Nugoeihuvi reports,0.1
11612,Heat Sink I Blueprint,0.01
11613,Warp Core Stabilizer I Blueprint,0.01
11614,Tracking Disruptor I Blueprint,0.01
11616,Tracking Enhancer I Blueprint,0.01
11617,Remote Tracking Computer I Blueprint,0.01
11619,Co-Processor I Blueprint,0.01
11620,Sensor Booster I Blueprint,0.01
11621,Tracking Computer I Blueprint,0.01
11628,Magnetometric ECM I Blueprint,0.01
11629,Multispectral ECM I Blueprint,0.01
11630,Ladar ECM I Blueprint,0.01
11631,Gravimetric ECM I Blueprint,0.01
11632,Radar ECM I Blueprint,0.01
11634,Signal Amplifier I Blueprint,0.01
11635,Personal Information Data,1
11640,Warp Core Stabilizer II,5
11641,Warp Core Stabilizer II Blueprint,0.01
11642,EM Armor Hardener II,5
11643,EM Armor Hardener II Blueprint,0.01
11644,Kinetic Armor Hardener II,5
11645,Kinetic Armor Hardener II Blueprint,0.01
11646,Explosive Armor Hardener II,5
11647,Explosive Armor Hardener II Blueprint,0.01
11648,Thermal Armor Hardener II,5
11649,Thermal Armor Hardener II Blueprint,0.01
11654,Korim Kor-Azor,1
11688,Particle Accelerator Unit,1
11689,Laser Focusing Crystals,1
11690,Superconductor Rails,1
11691,Thermonuclear Trigger Unit,1
11692,Nuclear Pulse Generator,1
11693,Graviton Pulse Generator,1
11694,EM Pulse Generator,1
11695,Plasma Pulse Generator,1
11701,Thanok,1
11702,Transaction And Salary Logs,1
11703,Angel Cartel Plans,0.1
11707,Strange Mechanical Device,2
11709,Comatose Alena Karyn,1
11723,Design Documents,0.5
11724,Glossy Compound,1
11725,Plush Compound,1
11732,Sheen Compound,1
11733,Motley Compound,1
11734,Opulent Compound,1
11735,Dark Compound,1
11736,Lustering Alloy,1
11737,Precious Alloy,1
11738,Lucent Compound,1
11739,Condensed Alloy,1
11740,Gleaming Alloy,1
11741,Crystal Compound,1
11742,The Damsel,0.1
11746,R.Db - Lai Dai,0.04
11747,Co-Processor II Blueprint,0.01
11775,Magnetometric ECM II Blueprint,0.01
11779,Multispectral ECM II Blueprint,0.01
11783,Ladar ECM II Blueprint,0.01
11787,Gravimetric ECM II Blueprint,0.01
11791,Radar ECM II Blueprint,0.01
11795,Heat Sink II Blueprint,0.01
11798,Remote Sensor Booster I Blueprint,0.01
11799,Remote Sensor Booster II Blueprint,0.01
11803,Remote Sensor Dampener I Blueprint,0.01
11804,Remote Sensor Dampener II Blueprint,0.01
11808,Sensor Booster II Blueprint,0.01
11812,Signal Amplifier II Blueprint,0.01
11840,Tracking Computer II Blueprint,0.01
11844,Tracking Disruptor II Blueprint,0.01
11848,Tracking Enhancer II Blueprint,0.01
11851,Remote Tracking Computer II Blueprint,0.01
11855,Protein Delicacies,0.5
11856,Foundation Stone,180
11857,R.Db - Roden Shipyards Blueprint,0.01
11859,R.A.M.- Energy Tech Blueprint,0.01
11860,R.A.M.- Cybernetics Blueprint,0.01
11870,R.A.M.- Electronics Blueprint,0.01
11872,R.A.M.- Ammunition Tech Blueprint,0.01
11873,R.A.M.- Armor/Hull Tech Blueprint,0.01
11876,R.Db - Boundless Creations Blueprint,0.01
11877,R.Db - Core Complexion Blueprint,0.01
11878,R.Db - CreoDron Blueprint,0.01
11879,R.Db - Duvolle Labs Blueprint,0.01
11880,R.Db - Carthum Conglomerate Blueprint,0.01
11881,R.Db - Kaalakiota Blueprint,0.01
11882,R.Db - Khanid Innovation Blueprint,0.01
11883,R.Db - Thukker Mix Blueprint,0.01
11884,R.Db - Viziam Blueprint,0.01
11885,R.Db - Ishukone Blueprint,0.01
11886,R.Db - Lai Dai Blueprint,0.01
11887,R.A.M.- Robotics Blueprint,0.01
11889,R.A.M.- Shield Tech Blueprint,0.01
11890,R.A.M.- Starship Tech Blueprint,0.01
11891,R.A.M.- Weapon Tech Blueprint,0.01
11936,Apocalypse Imperial Issue,470000
11937,Apocalypse Imperial Issue Blueprint,0.01
11938,Armageddon Imperial Issue,470000
11940,Gold Magnate,22100
11942,Silver Magnate,22100
11944,Synthetic Coffee,0.2
11957,Falcon,96000
11958,Falcon Blueprint,0.01
11959,Rook,96000
11960,Rook Blueprint,0.01
11961,Huginn,85000
11962,Huginn Blueprint,0.01
11963,Rapier,85000
11964,Rapier Blueprint,0.01
11965,Pilgrim,120000
11966,Pilgrim Blueprint,0.01
11969,Arazu,116000
11970,Arazu Blueprint,0.01
11971,Lachesis,116000
11972,Lachesis Blueprint,0.01
11978,Scimitar,89000
11979,Scimitar Blueprint,0.01
11985,Basilisk,107000
11986,Basilisk Blueprint,0.01
11987,Guardian,115000
11988,Guardian Blueprint,0.01
11989,Oneiros,113000
11990,Oneiros Blueprint,0.01
11993,Cerberus,92000
11994,Cerberus Blueprint,0.01
11995,Onyx,92000
11996,Onyx Blueprint,0.01
11999,Vagabond,80000
12000,Vagabond Blueprint,0.01
12003,Zealot,118000
12004,Zealot Blueprint,0.01
12005,Ishtar,115000
12006,Ishtar Blueprint,0.01
12011,Eagle,101000
12012,Eagle Blueprint,0.01
12013,Broadsword,96000
12014,Broadsword Blueprint,0.01
12015,Muninn,96000
12016,Muninn Blueprint,0.01
12017,Devoter,118000
12018,Devoter Blueprint,0.01
12019,Sacrilege,118000
12020,Sacrilege Blueprint,0.01
12021,Phobos,112000
12022,Phobos Blueprint,0.01
12023,Deimos,112000
12024,Deimos Blueprint,0.01
12031,Manticore Blueprint,0.01
12032,Manticore,28100
12034,Hound,28100
12035,Hound Blueprint,0.01
12038,Purifier,28100
12041,Purifier Blueprint,0.01
12042,Ishkur,29500
12043,Ishkur Blueprint,0.01
12044,Enyo,29500
12045,Enyo Blueprint,0.01
12049,Slaver,2
12052,50MN Microwarpdrive I,25
12053,50MN Microwarpdrive I Blueprint,0.01
12054,500MN Microwarpdrive I,50
12055,500MN Microwarpdrive I Blueprint,0.01
12056,10MN Afterburner I,25
12057,10MN Afterburner I Blueprint,0.01
12058,10MN Afterburner II,5
12059,10MN Afterburner II Blueprint,0.01
12066,100MN Afterburner I,50
12067,100MN Afterburner I Blueprint,0.01
12068,100MN Afterburner II,5
12069,100MN Afterburner II Blueprint,0.01
12076,50MN Microwarpdrive II,10
12077,50MN Microwarpdrive II Blueprint,0.01
12084,500MN Microwarpdrive II,10
12085,500MN Microwarpdrive II Blueprint,0.01
12092,Interceptors,0.01
12093,Covert Ops,0.01
12095,Assault Frigates,0.01
12096,Logistics Cruisers,0.01
12098,Interdictors,0.01
12102,Large Remote Capacitor Transmitter II,25
12103,Large Remote Capacitor Transmitter II Blueprint,0.01
12104,Improved Cloaking Device II Blueprint,0.01
12105,Covert Ops Cloaking Device II Blueprint,0.01
12108,Deep Core Mining Laser I,5
12109,Deep Core Mining Laser I Blueprint,0.01
12110,Homeless,3
12179,Research Project Management,0.01
12189,Mercoxit Ore Processing,0.01
12196,Scrapmetal Processing,0.01
12198,Mobile Small Warp Disruptor I,65
12199,Mobile Medium Warp Disruptor I,195
12200,Mobile Large Warp Disruptor I,585
12201,Small Artillery Specialization,0.01
12202,Medium Artillery Specialization,0.01
12203,Large Artillery Specialization,0.01
12204,Medium Beam Laser Specialization,0.01
12205,Large Beam Laser Specialization,0.01
12206,Medium Railgun Specialization,0.01
12207,Large Railgun Specialization,0.01
12208,Medium Autocannon Specialization,0.01
12209,Large Autocannon Specialization,0.01
12210,Small Blaster Specialization,0.01
12211,Medium Blaster Specialization,0.01
12212,Large Blaster Specialization,0.01
12213,Small Pulse Laser Specialization,0.01
12214,Medium Pulse Laser Specialization,0.01
12215,Large Pulse Laser Specialization,0.01
12217,Medium Remote Capacitor Transmitter I,10
12218,Medium Remote Capacitor Transmitter I Blueprint,0.01
12219,Capital Remote Capacitor Transmitter I,4000
12220,Capital Remote Capacitor Transmitter I Blueprint,0.01
12221,Medium Remote Capacitor Transmitter II,10
12222,Medium Remote Capacitor Transmitter II Blueprint,0.01
12223,Capital Remote Capacitor Transmitter II,4000
12224,Capital Remote Capacitor Transmitter II Blueprint,0.01
12225,Large Remote Capacitor Transmitter I,25
12226,Large Remote Capacitor Transmitter I Blueprint,0.01
12235,Amarr Control Tower,8000
12236,Gallente Control Tower,8000
12237,Ship Maintenance Array,8000
12238,Reprocessing Array,6000
12239,Compression Array,6000
12241,Sovereignty,0.01
12243,Science Graduates,3
12250,Criminal DNA,0.1
12257,Medium Energy Nosferatu I,5
12258,Medium Energy Nosferatu I Blueprint,0.01
12259,Medium Energy Nosferatu II,5
12260,Medium Energy Nosferatu II Blueprint,0.01
12261,Heavy Energy Nosferatu I,5
12262,Heavy Energy Nosferatu I Blueprint,0.01
12263,Heavy Energy Nosferatu II,5
12264,Heavy Energy Nosferatu II Blueprint,0.01
12265,Medium Energy Neutralizer I,5
12266,Medium Energy Neutralizer I Blueprint,0.01
12267,Medium Energy Neutralizer II,5
12268,Medium Energy Neutralizer II Blueprint,0.01
12269,Heavy Energy Neutralizer I,50
12270,Heavy Energy Neutralizer I Blueprint,0.01
12271,Heavy Energy Neutralizer II,5
12272,Heavy Energy Neutralizer II Blueprint,0.01
12274,Ballistic Control System I,5
12275,Ballistic Control System I Blueprint,0.01
12297,Mobile Small Warp Disruptor I Blueprint,0.01
12300,Mobile Medium Warp Disruptor I Blueprint,0.01
12301,Mobile Large Warp Disruptor I Blueprint,0.01
12302,Test Dummies,2
12303,Unassembled Energy Weapons,5
12304,Angel Copper Tag,0.1
12305,Drone Navigation,0.01
12344,200mm Railgun I,10
12345,200mm Railgun I Blueprint,0.01
12346,200mm Railgun II,10
12347,200mm Railgun II Blueprint,0.01
12354,350mm Railgun I,50
12355,350mm Railgun I Blueprint,0.01
12356,350mm Railgun II,20
12357,350mm Railgun II Blueprint,0.01
12365,EM Shield Compensation,0.01
12366,Kinetic Shield Compensation,0.01
12367,Explosive Shield Compensation,0.01
12441,Missile Bombardment,0.01
12442,Missile Projection,0.01
12478,Khumaak,0.3
12484,Amarr Drone Specialization,0.01
12485,Minmatar Drone Specialization,0.01
12486,Gallente Drone Specialization,0.01
12487,Caldari Drone Specialization,0.01
12528,Angel Silver Tag,0.1
12529,Angel Brass Tag,0.1
12530,Angel Palladium Tag,0.1
12531,Angel Crystal Tag,0.1
12532,Blood Bronze Tag,0.1
12533,Blood Silver Tag,0.1
12534,Blood Upper-Tier Tag,0.1
12535,Blood Platinum Tag,0.1
12536,Blood Crystal Tag,0.1
12537,Serpentis Bronze Tag,0.1
12538,Serpentis Silver Tag,0.1
12539,Serpentis Gold Tag,0.1
12540,Serpentis Platinum Tag,0.1
12541,Serpentis Crystal Tag,0.1
12542,Guristas Bronze Tag,0.1
12543,Guristas Silver Tag,0.1
12544,Guristas Gold Tag,0.1
12545,Guristas Platinum Tag,0.1
12546,Guristas Crystal Tag,0.1
12547,Sansha Bronze Tag,0.1
12548,Sansha Silver Tag,0.1
12549,Sansha Gold Tag,0.1
12550,Sansha Platinum Tag,0.1
12551,Sansha Crystal Tag,0.1
12557,Gleam S,1
12558,Gleam S Blueprint,0.01
12559,Aurora S,1
12560,Aurora S Blueprint,0.01
12563,Scorch S,1
12564,Scorch S Blueprint,0.01
12565,Conflagration S,1
12566,Conflagration S Blueprint,0.01
12608,Hail S,0.0025
12609,Hail S Blueprint,0.01
12612,Void S,0.0025
12613,Void S Blueprint,0.01
12614,Null S,0.0025
12615,Null S Blueprint,0.01
12618,Spike S,0.0025
12619,Spike S Blueprint,0.01
12620,Javelin S,0.0025
12621,Javelin S Blueprint,0.01
12625,Barrage S,0.0025
12626,Barrage S Blueprint,0.01
12631,Quake S,0.0025
12632,Quake S Blueprint,0.01
12633,Tremor S,0.0025
12634,Tremor S Blueprint,0.01
12709,Target Painter I,5
12710,Target Painter I Blueprint,0.01
12729,Crane,195000
12730,Crane Blueprint,0.01
12731,Bustard,390000
12732,Bustard Blueprint,0.01
12733,Prorator,200000
12734,Prorator Blueprint,0.01
12735,Prowler,180000
12736,Prowler Blueprint,0.01
12743,Viator,190000
12744,Viator Blueprint,0.01
12745,Occator,390000
12746,Occator Blueprint,0.01
12747,Mastodon,385000
12748,Mastodon Blueprint,0.01
12753,Impel,400000
12754,Impel Blueprint,0.01
12761,Quake L,0.025
12762,Quake L Blueprint,0.01
12765,Tremor L,0.025
12766,Tremor L Blueprint,0.01
12767,Quake M,0.0125
12768,Quake M Blueprint,0.01
12771,Tremor M,0.0125
12772,Tremor M Blueprint,0.01
12773,Barrage M,0.0125
12774,Barrage M Blueprint,0.01
12775,Barrage L,0.025
12776,Barrage L Blueprint,0.01
12777,Hail M,0.0125
12778,Hail M Blueprint,0.01
12779,Hail L,0.025
12780,Hail L Blueprint,0.01
12785,Null M,0.0125
12786,Null M Blueprint,0.01
12787,Null L,0.025
12788,Null L Blueprint,0.01
12789,Void M,0.0125
12790,Void M Blueprint,0.01
12791,Void L,0.025
12792,Void L Blueprint,0.01
12801,Javelin M,0.0125
12802,Javelin M Blueprint,0.01
12803,Javelin L,0.025
12804,Javelin L Blueprint,0.01
12805,Spike M,0.0125
12806,Spike M Blueprint,0.01
12807,Spike L,0.025
12808,Spike L Blueprint,0.01
12814,Conflagration M,1
12815,Conflagration M Blueprint,0.01
12816,Conflagration L,1
12817,Conflagration L Blueprint,0.01
12818,Scorch M,1
12819,Scorch M Blueprint,0.01
12820,Scorch L,1
12821,Scorch L Blueprint,0.01
12822,Aurora M,1
12823,Aurora M Blueprint,0.01
12824,Aurora L,1
12825,Aurora L Blueprint,0.01
12826,Gleam M,1
12827,Gleam M Blueprint,0.01
12828,Gleam L,1
12829,Gleam L Blueprint,0.01
12836,Transcranial Microcontrollers,3
12865,Quafe Ultra,0.1
12994,Quafe Ultra Special Edition,0.1
12995,Ultra! Promotional Holoreel,0.5
13000,Prototype Cloaking Device I Blueprint,0.01
13001,Small Energy Nosferatu II,5
13002,Small Energy Nosferatu II Blueprint,0.01
13003,Small Energy Neutralizer II,5
13004,Small Energy Neutralizer II Blueprint,0.01
13067,Smurgleblaster,0.2
13119,Mjolnir Javelin Rocket,0.005
13166,Inherent Implants 'Lancer' Gunnery RF-903,1
13202,Megathron Federate Issue,470000
13203,Megathron Federate Issue Blueprint,0.01
13204,Sacred Bricks,0.1
13205,Heart Stone,0.1
13206,Defiled Relics,0.1
13209,Armored Command Mindlink,1
13210,Cerebral Slice,0.1
13211,Epidermis Sliver,0.1
13212,Liver Bile,0.1
13213,Blood Drop,0.1
13214,Bone Splinter,0.1
13215,Complex Fullerene Shard,1
13216,Zainou 'Gypsy' CPU Management EE-603,1
13217,Inherent Implants 'Lancer' Large Energy Turret LE-1003,1
13218,Zainou 'Deadeye' Large Hybrid Turret LH-1003,1
13219,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1003,1
13220,Inherent Implants 'Lancer' Medium Energy Turret ME-803,1
13221,Zainou 'Deadeye' Medium Hybrid Turret MH-803,1
13222,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-803,1
13223,Inherent Implants 'Lancer' Small Energy Turret SE-603,1
13224,Zainou 'Deadeye' Small Hybrid Turret SH-603,1
13225,Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-603,1
13226,Zainou 'Snapshot' Cruise Missiles CM-603,1
13227,Zainou 'Snapshot' Defender Missiles DM-803,1
13228,Zainou 'Snapshot' Auto-Targeting Explosion Radius FR-1003,1
13229,Zainou 'Snapshot' Heavy Missiles HM-703,1
13230,Zainou 'Snapshot' Rockets RD-903,1
13231,Zainou 'Snapshot' Torpedoes TD-603,1
13232,Zainou 'Gypsy' Electronic Warfare EW-903,1
13233,Zainou 'Gypsy' Long Range Targeting LT-803,1
13234,Zainou 'Gypsy' Propulsion Jamming PJ-803,1
13235,Zainou 'Gypsy' Sensor Linking SL-903,1
13236,Zainou 'Gypsy' Weapon Disruption WD-903,1
13237,Eifyr and Co. 'Rogue' Navigation NN-603,1
13238,Eifyr and Co. 'Rogue' Fuel Conservation FC-803,1
13239,Eifyr and Co. 'Rogue' Afterburner AB-606,1
13240,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-703,1
13241,Eifyr and Co. 'Rogue' Warp Drive Operation WD-606,1
13242,Eifyr and Co. 'Rogue' Warp Drive Speed WS-610,1
13243,Eifyr and Co. 'Rogue' High Speed Maneuvering HS-903,1
13244,Eifyr and Co. 'Gunslinger' Surgical Strike SS-903,1
13245,Zainou 'Deadeye' Trajectory Analysis TA-703,1
